"FL2","RW2","CL2","BD2","sp","sex"
0.411575562700965,0.392282958199357,0.858520900321543,0.356913183279743,"B","F"
0.401253918495298,0.382445141065831,0.874608150470219,0.360501567398119,"B","F"
0.408805031446541,0.358490566037736,0.858490566037736,0.355345911949686,"B","F"
0.401840490797546,0.352760736196319,0.846625766871166,0.340490797546012,"B","F"
0.411214953271028,0.38006230529595,0.869158878504673,0.358255451713396,"B","F"
0.409785932721712,0.36085626911315,0.868501529051988,0.357798165137615,"B","F"
0.405325443786982,0.369822485207101,0.846153846153846,0.35207100591716,"B","F"
0.398280802292264,0.372492836676218,0.859598853868195,0.375358166189112,"B","F"
0.423631123919308,0.360230547550432,0.867435158501441,0.360230547550432,"B","F"
0.418539325842697,0.370786516853933,0.845505617977528,0.337078651685393,"B","F"
0.40650406504065,0.373983739837398,0.859078590785908,0.37940379403794,"B","F"
0.401069518716578,0.379679144385027,0.877005347593583,0.374331550802139,"B","F"
0.415977961432507,0.366391184573003,0.87603305785124,0.371900826446281,"B","F"
0.408108108108108,0.364864864864865,0.862162162162162,0.372972972972973,"B","F"
0.412568306010929,0.377049180327869,0.866120218579235,0.355191256830601,"B","F"
0.394805194805195,0.371428571428571,0.88051948051948,0.381818181818182,"B","F"
0.399477806788512,0.370757180156658,0.851174934725849,0.360313315926893,"B","F"
0.409574468085106,0.353723404255319,0.861702127659574,0.367021276595745,"B","F"
0.400516795865633,0.356589147286822,0.863049095607235,0.37984496124031,"B","F"
0.411609498680739,0.366754617414248,0.865435356200528,0.353562005277045,"B","F"
0.394936708860759,0.372151898734177,0.858227848101266,0.362025316455696,"B","F"
0.407792207792208,0.361038961038961,0.872727272727273,0.366233766233766,"B","F"
0.392059553349876,0.372208436724566,0.856079404466501,0.379652605459057,"B","F"
0.403990024937656,0.379052369077307,0.860349127182045,0.346633416458853,"B","F"
0.412060301507538,0.351758793969849,0.85929648241206,0.381909547738693,"B","F"
0.398568019093079,0.384248210023866,0.873508353221957,0.367541766109785,"B","F"
0.394557823129252,0.383219954648526,0.866213151927438,0.376417233560091,"B","F"
0.393258426966292,0.375280898876404,0.867415730337079,0.382022471910112,"B","F"
0.400835073068894,0.34446764091858,0.853862212943633,0.377870563674322,"B","F"
0.489247311827957,0.370967741935484,0.897849462365591,0.397849462365591,"O","M"
0.459459459459459,0.369369369369369,0.90990990990991,0.405405405405405,"O","M"
0.47136563876652,0.378854625550661,0.911894273127753,0.405286343612335,"O","M"
0.459677419354839,0.362903225806452,0.915322580645161,0.407258064516129,"O","M"
0.480769230769231,0.361538461538462,0.892307692307692,0.415384615384615,"O","M"
0.462962962962963,0.348148148148148,0.896296296296296,0.414814814814815,"O","M"
0.440972222222222,0.361111111111111,0.902777777777778,0.420138888888889,"O","M"
0.434210526315789,0.361842105263158,0.891447368421053,0.401315789473684,"O","M"
0.452702702702703,0.341216216216216,0.898648648648649,0.405405405405405,"O","M"
0.449180327868852,0.360655737704918,0.901639344262295,0.4,"O","M"
0.434782608695652,0.357142857142857,0.906832298136646,0.406832298136646,"O","M"
0.443396226415094,0.327044025157233,0.908805031446541,0.424528301886792,"O","M"
0.44620253164557,0.332278481012658,0.920886075949367,0.414556962025316,"O","M"
0.442006269592477,0.335423197492163,0.899686520376176,0.41692789968652,"O","M"
0.44794952681388,0.334384858044164,0.905362776025237,0.406940063091483,"O","M"
0.459546925566343,0.346278317152104,0.899676375404531,0.411003236245955,"O","M"
0.440993788819876,0.350931677018634,0.906832298136646,0.419254658385093,"O","M"
0.435820895522388,0.337313432835821,0.892537313432836,0.382089552238806,"O","M"
0.457943925233645,0.345794392523364,0.903426791277259,0.40809968847352,"O","M"
0.453453453453454,0.342342342342342,0.906906906906907,0.42042042042042,"O","M"
0.444117647058824,0.338235294117647,0.908823529411765,0.408823529411765,"O","M"
0.458333333333333,0.330357142857143,0.898809523809524,0.401785714285714,"O","M"
0.45906432748538,0.35672514619883,0.926900584795322,0.415204678362573,"O","M"
0.458923512747875,0.334277620396601,0.915014164305949,0.41643059490085,"O","M"
0.476608187134503,0.339181286549708,0.923976608187134,0.423976608187134,"O","M"
0.439588688946015,0.323907455012853,0.89974293059126,0.403598971722365,"O","M"
0.440506329113924,0.324050632911392,0.913924050632911,0.410126582278481,"O","M"
0.46916890080429,0.32171581769437,0.922252010723861,0.410187667560322,"O","M"
0.455729166666667,0.330729166666667,0.901041666666667,0.419270833333333,"O","M"
0.447236180904523,0.314070351758794,0.904522613065327,0.419597989949749,"O","M"
0.437652811735941,0.315403422982885,0.902200488997555,0.403422982885086,"O","M"
0.435835351089588,0.324455205811138,0.88861985472155,0.414043583535109,"O","M"
0.426229508196721,0.320843091334895,0.908665105386417,0.402810304449649,"O","M"
0.436018957345972,0.317535545023697,0.898104265402843,0.419431279620853,"O","M"
0.443914081145585,0.319809069212411,0.902147971360382,0.412887828162291,"O","M"
0.462686567164179,0.335820895522388,0.917910447761194,0.422885572139303,"O","M"
0.457420924574209,0.326034063260341,0.905109489051095,0.425790754257908,"O","M"
0.434180138568129,0.318706697459584,0.905311778290993,0.413394919168591,"O","M"
0.449074074074074,0.326388888888889,0.905092592592593,0.412037037037037,"O","M"
0.437923250564334,0.325056433408578,0.898419864559819,0.404063205417607,"O","M"
0.451685393258427,0.307865168539326,0.912359550561798,0.404494382022472,"O","M"
0.443010752688172,0.309677419354839,0.920430107526882,0.421505376344086,"O","M"
0.444915254237288,0.317796610169492,0.908898305084746,0.411016949152542,"O","M"
0.432595573440644,0.311871227364185,0.915492957746479,0.420523138832998,"O","M"
0.434607645875252,0.309859154929577,0.919517102615694,0.414486921529175,"O","M"
0.448132780082988,0.307053941908714,0.900414937759336,0.41701244813278,"O","M"
0.429411764705882,0.307843137254902,0.890196078431372,0.413725490196078,"O","M"
0.445564516129032,0.318548387096774,0.899193548387097,0.413306451612903,"O","M"
0.441458733205374,0.322456813819578,0.90595009596929,0.412667946257198,"O","M"
0.4375,0.297348484848485,0.901515151515152,0.409090909090909,"O","M"
0.445833333333333,0.404166666666667,0.891666666666667,0.408333333333333,"O","F"
0.473029045643154,0.381742738589212,0.900414937759336,0.402489626556017,"O","F"
0.462962962962963,0.37037037037037,0.892592592592593,0.403703703703704,"O","F"
0.448398576512455,0.409252669039146,0.889679715302491,0.409252669039146,"O","F"
0.443298969072165,0.384879725085911,0.88659793814433,0.40893470790378,"O","F"
0.445859872611465,0.378980891719745,0.859872611464968,0.401273885350318,"O","F"
0.432098765432099,0.395061728395062,0.888888888888889,0.391975308641975,"O","F"
0.449685534591195,0.383647798742138,0.883647798742138,0.393081761006289,"O","F"
0.440119760479042,0.395209580838323,0.88622754491018,0.38622754491018,"O","F"
0.44213649851632,0.385756676557863,0.890207715133531,0.394658753709199,"O","F"
0.450450450450451,0.369369369369369,0.903903903903904,0.42042042042042,"O","F"
0.444444444444444,0.384615384615385,0.888888888888889,0.401709401709402,"O","F"
0.441926345609065,0.396600566572238,0.895184135977337,0.390934844192635,"O","F"
0.452173913043478,0.408695652173913,0.898550724637681,0.4,"O","F"
0.451149425287356,0.390804597701149,0.89080459770115,0.396551724137931,"O","F"
0.447222222222222,0.377777777777778,0.877777777777778,0.388888888888889,"O","F"
0.445983379501385,0.379501385041551,0.869806094182825,0.385041551246537,"O","F"
0.455056179775281,0.393258426966292,0.887640449438202,0.384831460674157,"O","F"
0.451351351351351,0.386486486486486,0.872972972972973,0.397297297297297,"O","F"
0.459677419354839,0.389784946236559,0.889784946236559,0.39247311827957,"O","F"
0.441919191919192,0.361111111111111,0.871212121212121,0.393939393939394,"O","F"
0.448717948717949,0.369230769230769,0.884615384615385,0.41025641025641,"O","F"
0.465425531914894,0.390957446808511,0.88563829787234,0.388297872340426,"O","F"
0.455958549222798,0.362694300518135,0.880829015544041,0.401554404145078,"O","F"
0.455696202531646,0.377215189873418,0.878481012658228,0.39746835443038,"O","F"
0.418604651162791,0.37906976744186,0.881395348837209,0.4,"O","F"
0.451851851851852,0.387654320987654,0.866666666666667,0.397530864197531,"O","F"
0.46,0.3875,0.89,0.3975,"O","F"
0.442307692307692,0.377403846153846,0.877403846153846,0.394230769230769,"O","F"
0.44047619047619,0.347619047619048,0.880952380952381,0.395238095238095,"O","F"
0.472081218274112,0.368020304568528,0.880710659898477,0.380710659898477,"O","F"
0.464197530864198,0.375308641975309,0.883950617283951,0.409876543209877,"O","F"
0.453237410071942,0.400479616306954,0.870503597122302,0.366906474820144,"O","F"
0.451536643026005,0.378250591016549,0.893617021276596,0.397163120567376,"O","F"
0.448356807511737,0.382629107981221,0.889671361502347,0.403755868544601,"O","F"
0.451834862385321,0.38302752293578,0.915137614678899,0.41743119266055,"O","F"
0.453302961275626,0.378132118451025,0.89749430523918,0.407744874715262,"O","F"
0.428879310344828,0.385775862068966,0.864224137931035,0.385775862068966,"O","F"
0.443458980044346,0.370288248337029,0.895787139689579,0.392461197339246,"O","F"
0.45578231292517,0.390022675736961,0.902494331065759,0.421768707482993,"O","F"
0.46031746031746,0.36281179138322,0.893424036281179,0.408163265306122,"O","F"
0.450549450549451,0.384615384615385,0.879120879120879,0.421978021978022,"O","F"
0.445887445887446,0.378787878787879,0.898268398268398,0.415584415584416,"O","F"
0.467561521252796,0.369127516778523,0.892617449664429,0.391498881431767,"O","F"
0.440082644628099,0.380165289256198,0.90495867768595,0.413223140495868,"O","F"
0.463203463203463,0.38961038961039,0.891774891774892,0.404761904761905,"O","F"
0.459745762711864,0.36228813559322,0.883474576271186,0.415254237288136,"O","F"
0.462025316455696,0.362869198312236,0.89873417721519,0.411392405063291,"O","F"
0.462012320328542,0.353182751540041,0.882956878850103,0.406570841889117,"O","F"
0.44,0.384761904761905,0.88,0.401904761904762,"O","F"
